,S,K,T,r,sigma,value
0,144.18633960471556,117.812528443092,1.7314393226912106,0.0031478523428994506,1.4567433677792423,73.38990689355064
1,92.36185288101943,109.1976053651191,2.5264248105013145,0.04906503224449036,1.4396368398362527,72.6288589789465
2,151.49470639680624,86.97300008423879,2.5298157996611863,0.02310335504994482,0.3112020830135464,2.79585369963916
3,98.98914045478391,69.6557546139947,1.8007193044379,0.03789703573262598,1.0935374949827599,28.536660223069557
4,31.583531057341354,55.0933414504956,2.2362996640272503,0.0324145559777999,0.6080027509850615,26.178357368397638
5,197.15714291155467,120.6201993334368,1.052759534120458,0.008528123328110648,0.8981191856148629,24.7518096708689
6,0.7858554323775913,85.27665511939172,2.198201845748224,0.04885021128745104,0.5532393462723791,75.8080961720144
7,142.695307025752,80.39895562198528,1.080873816960422,0.02971131915206867,1.288109151155144,26.938996310822734
8,20.37960296437862,142.1045247093976,4.447216326191875,0.03820538333701915,0.1990223102186064,99.52011550746542
9,56.411023987622585,96.83853783717943,3.074715532360722,0.028041970371530844,0.06505738623914173,32.42787949130748
10,178.6034707331625,77.50139898981536,2.5535937569380387,0.03398923598639835,0.40207872494866,2.370354174216663
11,171.05775581015237,144.97062473454304,0.6498501870817425,0.022511512443329548,0.3511580915784468,6.995882507755702
12,87.55730511849245,73.61603445306244,2.0716219471297297,0.008750860735075888,0.8450950768612049,29.28588482308118
13,86.3789858575314,116.80148651947981,3.915237058401499,0.0347837841661754,0.4399898379233868,40.008123562683984
14,32.5443579309294,130.65715545311826,0.2752542785048562,0.022976965069503603,0.45663316849897856,97.2890629183141
15,15.85749920977053,121.34369102756702,1.7759332964908574,0.020770286120725255,1.483400985685649,106.21342701268006
16,5.206118370949242,73.2760422077357,2.849543181052971,0.027564138719625177,0.8051324992312412,62.77834894825246
17,196.21865498554448,129.22313855024856,1.85785122067894,0.04139171044748283,0.16566642735187354,0.1729259609278846
18,111.34719047093897,74.45573418996058,3.6613916808724465,0.007480365764334843,0.14271627828212874,0.6017825558062873
19,64.24198985121905,66.4331717584299,2.852453258489513,0.03656159324506929,1.3687332079231898,44.49547275211728
20,3.8822340217746554,114.06946637070344,3.4444297625189817,0.036747612316962094,1.3918672734359145,98.07650350340406
21,33.339573893248065,117.07499301656509,0.5071224515162592,0.0017366411198517012,0.21977004150778817,83.63235777179034
22,76.78533135211399,80.17513562981254,0.4982475979708456,0.029794381374778644,1.390375838834432,30.43063535491193
23,87.1616335367414,70.00471462250533,2.1028775722820843,0.045026161211178875,0.8238229826517434,23.198602696322354
24,162.25319460733806,128.2157274347927,0.41869324829073074,0.004983233737638543,1.0962391107313347,25.19349542001087
25,163.3613612665559,97.89674184363571,3.13923807541123,0.018273100900412856,0.8909973475857527,41.12459794645454
26,181.91242505437526,131.89548649705387,3.718186129454156,0.02747506170407377,0.8564978439942986,59.80787216602387
27,192.71590526954694,128.0174365687931,3.0613068730629855,0.04391460817686313,0.12903278498672222,0.08776306687383584
28,16.15867170742473,106.86193409729529,4.474305705352713,0.04538836429230712,0.6691786918073204,73.63257021475684
29,141.8778135154811,71.62546131587952,2.637812280258233,0.02585173046530915,1.4068745747919236,42.975908847062755
30,72.31735945602986,138.4831102699913,1.9595478348686846,0.04452754546098957,0.8102947206492488,74.54666252699558
31,56.21785946628614,103.54900206907911,4.195225587153203,0.016127219782193357,0.526482750481382,55.090164992368926
32,114.58738867924471,95.67014090726337,1.8257564769024954,0.005770882564845709,1.1482506705023614,49.21339733409368
33,157.26349174956107,76.9756058459332,2.230351039644921,0.039212834340123015,0.6465549374838389,10.806879843077308
34,39.02138079564899,100.22455501945801,4.3008680159424895,0.016031553669841412,1.0507602905158828,77.60049996995333
35,45.21010648729087,91.7282929881759,2.161935971337404,0.0010756190140107534,0.43453413749338377,49.012580830539264
36,140.64127478842764,72.67407815927768,2.184314890727717,0.04586181570708973,0.326341819392267,1.114871376854203
37,152.63015716383882,98.4728378062863,1.850060792221282,0.04967533792084362,0.21600094649227242,0.48165187450878433
38,12.625387547192934,106.00074328836214,4.41281585738733,0.037696574612989295,0.4252382187700453,77.2681856163321
39,104.31496054535397,77.28240728668143,1.4843477253076003,0.044620374170710235,1.1537190598302862,31.03041417058634
40,15.414388774908616,138.87777668699283,4.42537389127145,0.04712778060724603,1.4010100773498573,107.67796981361619
41,181.1508970974711,145.6448107097006,3.4719454146396256,0.008478568389951341,1.4377592884051824,112.62080637794078
